ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7503,0.19,0,0,0.01,0.2
7504,0.17,0.01,0,0.02,0.2
7505,0.15,0.05,0,0,0.2
7506,0.11,0.07,0,0.02,0.2
7507,0,0,0.2,0,0.2
7508,0.19,0,0,0.02,0.2
7509,0.19,0,0,0.01,0.2
7510,0.07,0.11,0,0.02,0.2
7511,0.17,0.02,0,0.02,0.2
7512,0.1,0.08,0,0.03,0.2
7513,0.16,0.03,0,0.01,0.2
7514,0,0,0.2,0,0.2
7515,0.1,0.08,0,0.03,0.2
7516,0.15,0.04,0,0.01,0.2
7517,0.17,0.02,0,0.02,0.2
7518,0,0,0.2,0,0.2
7519,0.11,0.08,0,0.02,0.2
7520,0.14,0.04,0,0.02,0.2
7521,0,0,0.2,0,0.2
7522,0,0.02,0,0.19,0.2
7523,0.09,0.09,0,0.03,0.2
7524,0.06,0.05,0.07,0.02,0.2
7525,0.15,0.04,0,0.01,0.2
7526,0.15,0.03,0,0.02,0.2
7527,0.06,0,0.14,0.01,0.2
7528,0,0,0.2,0,0.2
7529,0.14,0.04,0.02,0.01,0.2
7530,0.16,0.02,0.01,0.02,0.2
7531,0,0.17,0,0.03,0.2
7532,0.15,0.04,0,0.01,0.2
7533,0,0,0.2,0,0.2
7534,0.09,0.09,0,0.03,0.2
7535,0.15,0.05,0,0,0.2
7536,0.1,0.08,0,0.03,0.2
7537,0,0,0.2,0,0.2
7538,0,0,0.2,0,0.2
7539,0.05,0.05,0.09,0.02,0.2
7540,0.06,0.05,0.08,0.02,0.2
7541,0,0.19,0,0.01,0.2
7542,0.1,0.08,0,0.03,0.2
7543,0.1,0.08,0,0.03,0.2
7544,0,0,0.2,0,0.2
7545,0.04,0.05,0.1,0.02,0.2
7546,0.06,0.08,0.05,0.01,0.2
7547,0,0.2,0,0,0.2
7548,0.17,0.02,0,0.01,0.2
7549,0.19,0,0,0.02,0.2
7550,0.14,0.05,0,0.02,0.2
7551,0,0.19,0,0.01,0.2
7552,0.1,0.08,0,0.03,0.2
7553,0.16,0.04,0,0.01,0.2
7554,0,0,0.2,0,0.2
7555,0,0,0.2,0,0.2
7556,0.15,0.04,0,0.01,0.2
7557,0.13,0.03,0.03,0.02,0.2
7558,0.16,0.02,0,0.02,0.2
7559,0.06,0.04,0.08,0.02,0.2
7560,0.1,0.08,0,0.03,0.2
7561,0.16,0.03,0,0.02,0.2
7562,0,0,0.2,0.01,0.2
7563,0.1,0.08,0,0.02,0.2
7564,0.14,0.05,0,0,0.2
7565,0.09,0.07,0.02,0.02,0.2
7566,0.09,0.1,0,0.02,0.2
7567,0,0.15,0,0.05,0.2
7568,0.1,0.08,0,0.03,0.2
7569,0.17,0.02,0,0.01,0.2
7570,0,0,0.2,0,0.2
7571,0,0.03,0.16,0.01,0.2
7572,0.17,0.01,0,0.02,0.2
7573,0.14,0.05,0,0,0.2
7574,0.1,0.07,0,0.03,0.2
7575,0.18,0,0,0.02,0.2
7576,0.16,0.04,0,0.01,0.2
7577,0.13,0.04,0,0.04,0.2
7578,0,0,0.2,0,0.2
7579,0.13,0.06,0,0.02,0.2
7580,0,0,0.2,0,0.2
7581,0.15,0.04,0,0.01,0.2
7582,0.14,0.05,0,0,0.2
7583,0,0,0.2,0,0.2
7584,0.15,0.04,0,0.01,0.2
7585,0,0,0.2,0,0.2
7586,0.19,0,0,0.01,0.2
7587,0.16,0.04,0,0.01,0.2
7588,0.02,0,0.18,0,0.2
7589,0.1,0.08,0,0.03,0.2
7590,0.14,0.05,0,0,0.2
7591,0.06,0.04,0.09,0.01,0.2
7592,0.1,0.02,0.07,0.01,0.2
7593,0.1,0.08,0,0.03,0.2
7594,0.19,0,0,0.01,0.2
7595,0.19,0,0,0.01,0.2
7596,0.19,0,0,0.01,0.2
7597,0.1,0.07,0.02,0.02,0.2
7598,0.1,0.08,0,0.02,0.2
7599,0.11,0.08,0,0.01,0.2
7600,0.18,0,0,0.02,0.2
7601,0.12,0.05,0,0.03,0.2
7602,0.1,0.08,0,0.03,0.2
7603,0.14,0.04,0.01,0.02,0.2
7604,0.15,0.04,0,0.01,0.2
7605,0.11,0.08,0,0.01,0.2
7606,0,0,0.2,0,0.2
7607,0.1,0.04,0.04,0.02,0.2
7608,0.07,0.11,0,0.02,0.2
7609,0.1,0.09,0,0.02,0.2
7610,0.1,0.08,0,0.02,0.2
7611,0.15,0.04,0,0.01,0.2
7612,0.13,0.06,0,0.02,0.2
7613,0.06,0.12,0,0.02,0.2
7614,0.1,0.08,0,0.03,0.2
7615,0.15,0.04,0,0.01,0.2
7616,0.16,0.04,0,0,0.2
7617,0,0,0.17,0.03,0.2
7618,0.06,0.13,0,0.01,0.2
7619,0.13,0.02,0.05,0,0.2
7620,0.16,0.04,0,0,0.2
7621,0.16,0.04,0,0,0.2
7622,0.16,0.04,0,0,0.2
7623,0.16,0.04,0,0,0.2
7624,0.16,0.04,0,0,0.2
7625,0,0,0.2,0,0.2
7626,0.16,0.04,0,0,0.2
7627,0.18,0,0,0.02,0.2
7628,0.15,0.04,0,0.01,0.2
7629,0,0,0.2,0,0.2
7630,0.14,0.04,0,0.02,0.2
7631,0.16,0,0.03,0.01,0.2
7632,0.16,0.03,0,0.02,0.2
7633,0.18,0,0,0.02,0.2
7634,0.09,0.08,0,0.03,0.2
7635,0,0,0.2,0,0.2
7636,0.14,0.05,0,0,0.2
7637,0.1,0.08,0,0.03,0.2
7638,0.06,0.02,0.1,0.01,0.2
7639,0,0,0.19,0.01,0.2
7640,0.15,0.04,0,0.01,0.2
7641,0,0.17,0,0.03,0.2
7642,0.08,0.09,0,0.04,0.2
7643,0.07,0.1,0,0.03,0.2
7644,0.1,0.08,0,0.03,0.2
7645,0.15,0.04,0,0.01,0.2
7646,0,0,0.2,0,0.2
7647,0.14,0.02,0.02,0.02,0.2
7648,0.15,0.04,0,0.01,0.2
7649,0,0,0.2,0,0.2
7650,0.02,0.15,0,0.02,0.2
7651,0,0,0.2,0,0.2
7652,0.14,0.04,0,0.02,0.2
7653,0.05,0.11,0.01,0.03,0.2
7654,0.12,0.05,0,0.02,0.2
7655,0.1,0.08,0,0.03,0.2
7656,0,0,0.2,0,0.2
7657,0.02,0.01,0.16,0.01,0.2
7658,0.18,0,0,0.01,0.2
7659,0.12,0.06,0,0.02,0.2
7660,0.05,0.13,0,0.02,0.2
7661,0.15,0.04,0,0.01,0.2
7662,0.15,0.04,0,0.01,0.2
7663,0,0,0.2,0,0.2
7664,0.1,0.08,0,0.03,0.2
7665,0,0.2,0,0,0.2
7666,0.18,0.01,0,0.01,0.2
7667,0.04,0.08,0.05,0.03,0.2
7668,0.1,0.02,0.07,0.01,0.2
7669,0.1,0.08,0,0.03,0.2
7670,0.19,0,0,0.01,0.2
7671,0.15,0.04,0,0.01,0.2
7672,0.18,0,0,0.01,0.2
7673,0,0,0.2,0,0.2
7674,0,0,0.2,0,0.2
7675,0.15,0.04,0,0.01,0.2
7676,0.18,0,0.01,0.01,0.2
7677,0.12,0.06,0,0.02,0.2
7678,0.16,0.01,0,0.02,0.2
7679,0,0,0.2,0,0.2
7680,0.1,0.08,0,0.03,0.2
7681,0.18,0,0,0.01,0.2
7682,0.17,0.01,0,0.02,0.2
7683,0.11,0.07,0,0.01,0.2
7684,0.07,0.1,0,0.02,0.2
7685,0.17,0.01,0,0.02,0.2
7686,0.15,0.04,0,0.01,0.2
7687,0.09,0,0.09,0.01,0.2
7688,0.1,0.09,0,0.02,0.2
7689,0.1,0.08,0,0.03,0.2
7690,0,0,0.2,0,0.2
7691,0.18,0,0,0.01,0.2
7692,0.07,0.08,0.03,0.01,0.2
7693,0.18,0,0,0.01,0.2
7694,0.1,0.08,0,0.03,0.2
7695,0.18,0,0,0.01,0.2
7696,0.18,0,0,0.01,0.2
7697,0.14,0.05,0,0,0.2
7698,0.1,0.08,0,0.03,0.2
7699,0,0,0.2,0,0.2
7700,0.08,0,0.11,0.01,0.2
7701,0,0,0.2,0,0.2
7702,0,0,0.18,0.01,0.2
7703,0.18,0,0,0.01,0.2
7704,0.16,0.02,0,0.02,0.2
7705,0.14,0.05,0,0,0.2
7706,0.14,0.05,0,0,0.2
7707,0.17,0.01,0,0.02,0.2
7708,0.15,0.04,0,0.01,0.2
7709,0.15,0.04,0,0.01,0.2
7710,0.11,0.07,0,0.01,0.2
7711,0.14,0.05,0,0,0.2
7712,0.05,0.13,0,0.02,0.2
7713,0.15,0.03,0,0.02,0.2
7714,0,0,0.2,0,0.2
7715,0,0,0.2,0,0.2
7716,0.15,0.04,0,0.01,0.2
7717,0.18,0,0,0.02,0.2
7718,0.15,0.04,0,0.01,0.2
7719,0.14,0.05,0,0.01,0.2
7720,0,0,0.2,0,0.2
7721,0.15,0.03,0,0.01,0.2
7722,0.05,0.11,0,0.03,0.2
7723,0.13,0,0.05,0.02,0.2
7724,0.1,0.07,0,0.03,0.2
7725,0.15,0,0.03,0.01,0.2
7726,0.18,0,0,0.01,0.2
7727,0.1,0.07,0,0.03,0.2
7728,0,0.17,0,0.03,0.2
7729,0.18,0,0,0.01,0.2
7730,0.06,0.03,0.08,0.02,0.2
7731,0.04,0.12,0,0.03,0.2
7732,0.1,0.07,0,0.02,0.2
7733,0.07,0.05,0.05,0.02,0.2
7734,0.1,0.07,0,0.02,0.2
7735,0.14,0.05,0,0,0.2
7736,0.16,0,0.02,0.01,0.19
7737,0.02,0.13,0,0.04,0.19
7738,0.18,0,0,0.01,0.19
7739,0.18,0,0,0.01,0.19
7740,0.05,0.12,0,0.03,0.19
7741,0.15,0.04,0,0.01,0.19
7742,0.1,0.07,0,0.02,0.19
7743,0.14,0.05,0,0,0.19
7744,0.07,0.06,0.04,0.02,0.19
7745,0.15,0.03,0,0.02,0.19
7746,0.06,0.11,0,0.02,0.19
7747,0,0,0.18,0.01,0.19
7748,0.11,0.06,0.01,0.02,0.19
7749,0.07,0.08,0,0.04,0.19
7750,0.08,0.09,0,0.02,0.19
7751,0.1,0.07,0,0.03,0.19
7752,0.13,0.04,0,0.02,0.19
7753,0.1,0.07,0,0.02,0.19
7754,0.13,0,0.06,0.01,0.19
7755,0.18,0,0,0.01,0.19
7756,0,0,0.19,0,0.19
7757,0.07,0.03,0.08,0.01,0.19
7758,0.18,0,0,0.01,0.19
7759,0,0,0.19,0,0.19
7760,0.14,0.05,0,0,0.19
7761,0.17,0.01,0,0.01,0.19
7762,0,0,0.19,0,0.19
7763,0,0.17,0,0.02,0.19
7764,0.15,0.04,0,0.01,0.19
7765,0,0,0.19,0,0.19
7766,0.16,0.02,0,0.02,0.19
7767,0.14,0.05,0,0,0.19
7768,0,0,0.19,0,0.19
7769,0,0,0.18,0.01,0.19
7770,0.05,0.13,0,0.01,0.19
7771,0,0,0.19,0,0.19
7772,0.1,0.04,0.04,0.01,0.19
7773,0.05,0.09,0.02,0.03,0.19
7774,0.14,0.04,0,0.01,0.19
7775,0.09,0.07,0,0.02,0.19
7776,0.1,0.06,0,0.03,0.19
7777,0.14,0.04,0,0.01,0.19
7778,0.18,0,0,0.01,0.19
7779,0.11,0.07,0,0.02,0.19
7780,0.11,0.02,0.05,0.01,0.19
7781,0.16,0.01,0,0.02,0.19
7782,0.17,0.01,0,0.01,0.19
7783,0.13,0.03,0,0.03,0.19
7784,0,0,0.19,0,0.19
7785,0.01,0.16,0,0.02,0.19
7786,0,0,0.19,0,0.19
7787,0.07,0.11,0,0.01,0.19
7788,0.06,0.11,0,0.02,0.19
7789,0,0,0.19,0,0.19
7790,0.17,0.01,0,0.01,0.19
7791,0.09,0.07,0,0.02,0.19
7792,0,0,0.19,0,0.19
7793,0.12,0.03,0.01,0.03,0.19
7794,0.16,0.02,0,0.02,0.19
7795,0.18,0,0,0.01,0.19
7796,0,0,0.19,0,0.19
7797,0.11,0.07,0,0.01,0.19
7798,0.13,0,0.04,0.02,0.19
7799,0.11,0.07,0,0.01,0.19
7800,0,0.15,0,0.04,0.19
7801,0.15,0.02,0.02,0.01,0.19
7802,0.1,0.06,0.01,0.03,0.19
7803,0.15,0.04,0,0.01,0.19
7804,0.09,0.09,0,0.02,0.19
7805,0.18,0,0,0.01,0.19
7806,0.05,0.1,0,0.03,0.19
7807,0.15,0.02,0,0.02,0.19
7808,0.18,0,0,0.01,0.19
7809,0.16,0.02,0,0.01,0.19
7810,0.17,0.01,0,0.01,0.19
7811,0.09,0.07,0,0.02,0.19
7812,0.09,0.07,0,0.02,0.19
7813,0.14,0.04,0,0.01,0.19
7814,0,0,0.19,0,0.19
7815,0.18,0,0,0.01,0.19
7816,0.14,0.03,0,0.01,0.19
7817,0.09,0.07,0,0.02,0.19
7818,0,0,0.19,0,0.19
7819,0.17,0.01,0,0.01,0.19
7820,0.09,0.07,0,0.02,0.19
7821,0.18,0,0,0.01,0.19
7822,0.16,0.02,0,0.01,0.19
7823,0.09,0.07,0,0.02,0.19
7824,0.14,0.05,0,0,0.19
7825,0,0,0.19,0,0.19
7826,0,0,0.19,0,0.19
7827,0.09,0.07,0,0.02,0.19
7828,0.04,0.13,0,0.03,0.19
7829,0.11,0.07,0,0.01,0.19
7830,0,0,0.18,0.01,0.19
7831,0,0,0.19,0,0.19
7832,0.09,0.07,0.02,0.02,0.19
7833,0.08,0.07,0,0.04,0.19
7834,0.1,0.07,0,0.02,0.19
7835,0.06,0.02,0.1,0.01,0.19
7836,0.15,0.03,0,0.01,0.19
7837,0.08,0.09,0,0.02,0.19
7838,0.02,0.01,0.16,0,0.19
7839,0,0,0.19,0,0.19
7840,0.09,0.07,0,0.02,0.19
7841,0.09,0.07,0,0.02,0.19
7842,0.11,0.07,0,0.01,0.19
7843,0.15,0.03,0,0.01,0.19
7844,0.09,0.07,0,0.02,0.19
7845,0.17,0,0,0.01,0.19
7846,0.14,0.03,0,0.02,0.19
7847,0,0,0.19,0,0.19
7848,0.14,0.05,0,0,0.19
7849,0.14,0.04,0,0.01,0.19
7850,0,0,0.19,0,0.19
7851,0.13,0.05,0,0.02,0.19
7852,0.09,0.07,0,0.02,0.19
7853,0.05,0.11,0,0.03,0.19
7854,0.18,0,0,0.01,0.19
7855,0.14,0.05,0,0,0.19
7856,0.14,0.04,0,0.01,0.19
7857,0.07,0.09,0,0.04,0.19
7858,0.15,0.03,0,0.01,0.19
7859,0,0,0.19,0,0.19
7860,0.08,0.02,0.06,0.03,0.19
7861,0.15,0.04,0,0,0.19
7862,0.15,0.04,0,0,0.19
7863,0.15,0.04,0,0,0.19
7864,0,0,0.16,0.03,0.19
7865,0,0,0.19,0,0.19
7866,0.15,0.04,0,0,0.19
7867,0.15,0.04,0,0,0.19
7868,0,0,0.19,0,0.19
7869,0.18,0,0,0.01,0.19
7870,0,0,0.19,0,0.19
7871,0.18,0,0,0.01,0.19
7872,0.13,0.04,0,0.01,0.19
7873,0.15,0.04,0,0.01,0.19
7874,0.11,0.06,0,0.02,0.19
7875,0.11,0.07,0,0.02,0.19
7876,0.09,0.07,0,0.02,0.19
7877,0.14,0.05,0,0,0.19
7878,0,0,0.19,0,0.19
7879,0.11,0.07,0,0.01,0.19
7880,0.1,0.06,0.01,0.02,0.19
7881,0.18,0,0,0.01,0.19
7882,0,0,0.19,0,0.19
7883,0.06,0.05,0.07,0.02,0.19
7884,0.18,0,0,0.01,0.19
7885,0.09,0.07,0,0.02,0.19
7886,0.14,0.05,0,0,0.19
7887,0.09,0.07,0,0.02,0.19
7888,0.04,0.01,0.12,0.01,0.19
7889,0.12,0,0.06,0.01,0.19
7890,0,0,0.19,0,0.19
7891,0.1,0.06,0,0.03,0.19
7892,0.11,0.05,0,0.03,0.19
7893,0.15,0.04,0,0.01,0.19
7894,0,0.16,0,0.03,0.19
7895,0.11,0.05,0,0.03,0.19
7896,0.14,0.03,0,0.01,0.19
7897,0.09,0.07,0,0.02,0.19
7898,0.09,0.07,0,0.02,0.19
7899,0,0,0.19,0,0.19
7900,0.09,0.07,0,0.02,0.19
7901,0,0,0.19,0,0.19
7902,0.09,0.07,0,0.02,0.19
7903,0,0.18,0,0.01,0.19
7904,0.05,0.12,0,0.02,0.19
7905,0.15,0.04,0,0.01,0.19
7906,0.18,0.01,0,0,0.19
7907,0.18,0,0,0.01,0.19
7908,0.18,0,0,0.01,0.19
7909,0,0,0.18,0.01,0.19
7910,0.18,0,0,0.01,0.19
7911,0.1,0.07,0,0.01,0.19
7912,0,0,0.19,0,0.19
7913,0,0,0.18,0.01,0.19
7914,0.14,0.04,0,0.01,0.19
7915,0.18,0,0,0.01,0.19
7916,0,0,0.19,0,0.19
7917,0,0,0.19,0,0.19
7918,0.15,0.01,0.02,0.01,0.19
7919,0,0,0.19,0,0.19
7920,0.11,0,0,0.08,0.19
7921,0.11,0.05,0,0.02,0.19
7922,0.1,0.07,0,0.01,0.19
7923,0.09,0.08,0,0.02,0.19
7924,0.17,0.01,0,0.01,0.19
7925,0,0.16,0,0.02,0.19
7926,0,0,0.19,0,0.19
7927,0.1,0.07,0,0.02,0.19
7928,0.16,0.01,0,0.01,0.19
7929,0,0,0.19,0,0.19
7930,0.09,0.07,0,0.02,0.19
7931,0,0,0.19,0,0.19
7932,0,0.15,0,0.04,0.19
7933,0,0,0.19,0,0.19
7934,0,0,0.19,0,0.19
7935,0,0.16,0,0.02,0.19
7936,0.17,0,0,0.01,0.19
7937,0,0.17,0,0.02,0.19
7938,0,0,0.19,0,0.19
7939,0.12,0.05,0,0.02,0.19
7940,0,0.16,0,0.03,0.19
7941,0.18,0,0,0.01,0.19
7942,0,0,0.19,0,0.19
7943,0.07,0,0.11,0.01,0.19
7944,0.18,0,0,0.01,0.19
7945,0.13,0.05,0,0,0.19
7946,0.1,0.05,0.03,0.01,0.19
7947,0,0,0.19,0,0.19
7948,0.14,0.03,0,0.02,0.19
7949,0.1,0.07,0,0.01,0.19
7950,0.17,0,0,0.01,0.19
7951,0.02,0.13,0,0.03,0.19
7952,0,0,0.19,0,0.19
7953,0,0,0.19,0,0.19
7954,0,0,0.19,0,0.19
7955,0.13,0.05,0,0,0.19
7956,0.1,0.07,0,0.02,0.19
7957,0,0,0.19,0,0.19
7958,0.13,0.05,0,0,0.19
7959,0.1,0.07,0,0.01,0.19
7960,0.12,0,0.06,0.01,0.19
7961,0.09,0.07,0,0.02,0.19
7962,0.18,0,0,0.01,0.19
7963,0.09,0.07,0,0.02,0.19
7964,0,0,0.19,0,0.19
7965,0.09,0.07,0,0.02,0.19
7966,0.13,0.05,0,0,0.19
7967,0.05,0.11,0,0.02,0.19
7968,0.12,0.03,0.03,0.01,0.19
7969,0.09,0.07,0,0.02,0.19
7970,0.15,0.02,0,0.01,0.19
7971,0,0,0.19,0,0.19
7972,0,0,0.19,0,0.19
7973,0.14,0.04,0,0.01,0.19
7974,0.17,0,0,0.02,0.19
7975,0,0,0.19,0,0.19
7976,0.14,0.04,0,0.01,0.19
7977,0.15,0.03,0,0,0.19
7978,0,0,0.19,0,0.19
7979,0.16,0.03,0,0,0.19
7980,0.09,0.07,0.01,0.01,0.19
7981,0.17,0,0,0.01,0.19
7982,0.17,0,0,0.01,0.19
7983,0.09,0.07,0,0.02,0.19
7984,0,0,0.19,0,0.19
7985,0.1,0.07,0,0.02,0.19
7986,0.07,0,0.11,0.01,0.19
7987,0.13,0.05,0,0.01,0.19
7988,0.14,0.02,0,0.01,0.19
7989,0.14,0.04,0,0.01,0.19
7990,0.17,0,0,0.01,0.19
7991,0.09,0.07,0,0.02,0.19
7992,0.14,0.03,0,0.01,0.19
7993,0.17,0,0,0.01,0.19
7994,0.12,0.04,0,0.03,0.19
7995,0.1,0.07,0,0.01,0.19
7996,0,0,0.19,0,0.19
7997,0.06,0.09,0,0.03,0.19
7998,0.04,0.11,0,0.03,0.18
7999,0.17,0,0,0.01,0.18
8000,0.09,0.07,0,0.02,0.18
8001,0.06,0.11,0,0.02,0.18
8002,0.1,0.06,0,0.02,0.18
8003,0.17,0,0,0.01,0.18
8004,0.08,0.09,0,0.02,0.18
8005,0.09,0.07,0,0.02,0.18
8006,0.13,0.05,0,0,0.18
8007,0.13,0.04,0,0.01,0.18
8008,0.17,0,0,0.01,0.18
8009,0.09,0.07,0,0.02,0.18
8010,0.14,0.04,0,0.01,0.18
8011,0.04,0.11,0,0.04,0.18
8012,0.14,0.04,0,0.01,0.18
8013,0.17,0,0,0.02,0.18
8014,0.09,0.07,0,0.02,0.18
8015,0.08,0.02,0.07,0.02,0.18
8016,0.16,0.01,0,0.01,0.18
8017,0.1,0.07,0,0.01,0.18
8018,0.17,0,0,0.01,0.18
8019,0.14,0,0.01,0.03,0.18
8020,0.14,0.04,0,0.01,0.18
8021,0,0,0.18,0,0.18
8022,0.04,0.03,0.11,0.01,0.18
8023,0.09,0.07,0,0.02,0.18
8024,0.15,0.02,0,0.01,0.18
8025,0.14,0.04,0,0.01,0.18
8026,0.11,0.02,0.05,0.01,0.18
8027,0.06,0.07,0.03,0.02,0.18
8028,0,0,0.18,0,0.18
8029,0.07,0.1,0,0.01,0.18
8030,0,0,0.18,0,0.18
8031,0.04,0.03,0.11,0.01,0.18
8032,0.11,0.06,0,0.02,0.18
8033,0.05,0.11,0,0.02,0.18
8034,0.1,0.07,0,0.01,0.18
8035,0.01,0.14,0,0.04,0.18
8036,0.13,0.05,0,0,0.18
8037,0.17,0,0,0.01,0.18
8038,0.16,0.01,0,0.02,0.18
8039,0,0,0.18,0,0.18
8040,0.09,0.07,0,0.02,0.18
8041,0.09,0.08,0,0.02,0.18
8042,0,0.15,0,0.04,0.18
8043,0.08,0.09,0,0.01,0.18
8044,0.14,0.04,0,0.01,0.18
8045,0.14,0.04,0,0.01,0.18
8046,0.15,0,0.02,0.01,0.18
8047,0.14,0.04,0,0.01,0.18
8048,0.1,0.07,0,0.01,0.18
8049,0.12,0.04,0,0.02,0.18
8050,0.1,0.07,0,0.02,0.18
8051,0,0,0.18,0,0.18
8052,0,0,0.18,0,0.18
8053,0,0,0.17,0.01,0.18
8054,0.09,0.07,0,0.02,0.18
8055,0.07,0.09,0,0.02,0.18
8056,0.13,0.05,0,0,0.18
8057,0,0,0,0.18,0.18
8058,0.05,0.1,0,0.03,0.18
8059,0.11,0.01,0.05,0.01,0.18
8060,0,0,0.18,0,0.18
8061,0.09,0.06,0.01,0.02,0.18
8062,0.13,0,0,0.05,0.18
8063,0,0,0.18,0,0.18
8064,0.15,0.02,0,0.01,0.18
8065,0.07,0.08,0.01,0.01,0.18
8066,0.14,0.04,0,0,0.18
8067,0.17,0,0,0.01,0.18
8068,0,0.16,0,0.02,0.18
8069,0.04,0.01,0.13,0,0.18
8070,0.16,0.01,0,0.01,0.18
8071,0.13,0.04,0,0.01,0.18
8072,0,0.16,0,0.02,0.18
8073,0.07,0.06,0.03,0.02,0.18
8074,0.05,0.12,0,0.02,0.18
8075,0.14,0.04,0,0,0.18
8076,0.07,0.03,0.05,0.03,0.18
8077,0.11,0.06,0,0.02,0.18
8078,0,0,0.18,0,0.18
8079,0.13,0.05,0,0,0.18
8080,0,0,0.18,0,0.18
8081,0.17,0,0,0.01,0.18
8082,0.15,0.03,0,0.01,0.18
8083,0.09,0,0.07,0.02,0.18
8084,0,0,0.18,0,0.18
8085,0.1,0.06,0,0.02,0.18
8086,0.08,0,0.07,0.03,0.18
8087,0,0,0.18,0,0.18
8088,0.17,0,0,0.01,0.18
8089,0.06,0.03,0.07,0.02,0.18
8090,0.14,0.04,0,0.01,0.18
8091,0.1,0.07,0,0.01,0.18
8092,0.16,0,0,0.01,0.18
8093,0.09,0.07,0,0.02,0.18
8094,0.09,0.07,0,0.02,0.18
8095,0,0,0.17,0.01,0.18
8096,0,0.14,0,0.04,0.18
8097,0.04,0.12,0,0.02,0.18
8098,0.13,0.04,0,0.01,0.18
8099,0.13,0.04,0,0.01,0.18
8100,0.14,0.04,0,0,0.18
8101,0.14,0.04,0,0,0.18
8102,0,0,0.18,0,0.18
8103,0.09,0,0.07,0.02,0.18
8104,0.14,0.04,0,0,0.18
8105,0,0,0.18,0,0.18
8106,0.12,0.04,0,0.02,0.18
8107,0.13,0.04,0,0.01,0.18
8108,0.05,0.1,0,0.03,0.18
8109,0.15,0.02,0,0.01,0.18
8110,0.01,0.15,0,0.02,0.18
8111,0.13,0.05,0,0,0.18
8112,0.14,0.02,0,0.02,0.18
8113,0,0,0.18,0,0.18
8114,0.09,0.07,0,0.02,0.18
8115,0.13,0.04,0,0.01,0.18
8116,0.1,0.06,0,0.02,0.18
8117,0.14,0.03,0,0.01,0.18
8118,0.07,0.08,0,0.03,0.18
8119,0.08,0.08,0,0.02,0.18
8120,0,0,0.18,0,0.18
8121,0.14,0.04,0,0,0.18
8122,0.17,0,0,0.01,0.18
8123,0.13,0.04,0,0.01,0.18
8124,0,0.16,0,0.02,0.18
8125,0.17,0,0,0.01,0.18
8126,0,0,0.18,0,0.18
8127,0.1,0.07,0,0.02,0.18
8128,0.1,0.07,0,0.01,0.18
8129,0.05,0.1,0,0.03,0.18
8130,0.13,0.05,0,0,0.18
8131,0.1,0.06,0,0.02,0.18
8132,0.06,0.09,0,0.03,0.18
8133,0.13,0.05,0,0,0.18
8134,0.09,0.07,0,0.02,0.18
8135,0.11,0.04,0.02,0.01,0.18
8136,0.04,0.13,0,0.01,0.18
8137,0.14,0.04,0,0.01,0.18
8138,0.17,0,0,0.01,0.18
8139,0.09,0.07,0,0.02,0.18
8140,0.06,0.1,0,0.01,0.18
8141,0.17,0,0,0.01,0.18
8142,0.05,0.02,0.1,0.01,0.18
8143,0.08,0.08,0,0.02,0.18
8144,0.14,0.04,0,0,0.18
8145,0.1,0.03,0.02,0.03,0.18
8146,0.06,0.09,0,0.02,0.18
8147,0.1,0.07,0,0.01,0.18
8148,0,0,0.18,0,0.18
8149,0.09,0.07,0,0.02,0.18
8150,0.16,0,0,0.01,0.18
8151,0.14,0.04,0,0,0.18
8152,0.17,0,0,0.01,0.18
8153,0.1,0.07,0,0.01,0.18
8154,0.09,0.07,0,0.02,0.18
8155,0.14,0.02,0.01,0.01,0.18
8156,0.1,0.07,0,0.01,0.18
8157,0,0,0.18,0,0.18
8158,0.09,0.07,0,0.02,0.18
8159,0.1,0.07,0,0.01,0.18
8160,0.04,0.04,0.08,0.02,0.18
8161,0.14,0.04,0,0,0.18
8162,0.05,0.04,0.08,0.01,0.18
8163,0.09,0.04,0,0.05,0.18
8164,0.13,0.05,0,0,0.18
8165,0.16,0,0,0.01,0.18
8166,0.04,0.03,0.1,0.01,0.18
8167,0.14,0.02,0,0.01,0.18
8168,0,0,0.18,0,0.18
8169,0.13,0,0.04,0.01,0.18
8170,0,0,0.18,0,0.18
8171,0.13,0.04,0,0.01,0.18
8172,0.13,0.05,0,0,0.18
8173,0.13,0.05,0,0,0.18
8174,0,0,0.18,0,0.18
8175,0,0,0.18,0,0.18
8176,0,0,0.18,0,0.18
8177,0.09,0.07,0,0.02,0.18
8178,0.06,0.09,0,0.02,0.18
8179,0.09,0.07,0,0.02,0.18
8180,0.17,0,0,0.01,0.18
8181,0.09,0.07,0,0.02,0.18
8182,0.11,0.05,0,0.01,0.18
8183,0.12,0.04,0,0.01,0.18
8184,0.16,0,0,0.01,0.18
8185,0.13,0.05,0,0,0.18
8186,0.16,0,0,0.01,0.18
8187,0.17,0,0,0.01,0.18
8188,0.02,0.13,0,0.03,0.18
8189,0.1,0.07,0,0.01,0.18
8190,0.1,0.07,0,0.01,0.18
8191,0.16,0,0,0.01,0.18
8192,0.03,0.13,0,0.01,0.18
8193,0.17,0,0,0.01,0.18
8194,0.13,0.05,0,0,0.18
8195,0.13,0.04,0,0.01,0.18
8196,0.13,0.05,0,0,0.18
8197,0,0,0.18,0,0.18
8198,0,0,0.18,0,0.18
8199,0.13,0.04,0,0.01,0.18
