ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
652,1.74,0.48,0,0.18,2.39
653,1.54,0.63,0,0.22,2.39
655,1.49,0.81,0,0.1,2.39
656,1.07,0.87,0.04,0.4,2.39
657,1.48,0.71,0,0.2,2.39
658,1.67,0.61,0.03,0.07,2.38
659,1.02,0.97,0,0.39,2.38
660,1.73,0.46,0.02,0.18,2.38
661,1.94,0.39,0.03,0.02,2.38
662,1,0.76,0.26,0.36,2.38
663,1.46,0.54,0.01,0.37,2.38
664,2.04,0.15,0,0.19,2.38
665,1.16,0.91,0,0.3,2.38
666,2.18,0.01,0,0.18,2.37
667,2.28,0.02,0.08,0,2.37
668,0.96,1.08,0.04,0.3,2.37
669,1.25,0.86,0.01,0.26,2.37
670,2.03,0.13,0,0.21,2.37
671,1.38,0.74,0.02,0.22,2.36
672,0.69,0.14,1.48,0.05,2.36
673,1.07,1.05,0,0.23,2.35
674,1.39,0.48,0.4,0.08,2.35
675,0,0,2.34,0.01,2.35
676,1.68,0.46,0.01,0.2,2.35
677,1.32,0.83,0,0.2,2.34
678,0.92,0,0.01,1.41,2.34
679,1.2,0.9,0,0.24,2.34
680,1.08,0.7,0.34,0.21,2.34
681,1.27,0.86,0,0.2,2.33
682,1.14,0.54,0.47,0.17,2.32
683,1.93,0.14,0,0.24,2.32
684,1.57,0.56,0,0.19,2.32
685,0.78,0.4,1.06,0.07,2.32
686,0.79,1.35,0.04,0.14,2.32
687,0.85,1.06,0.09,0.32,2.31
688,0.52,0.45,1.21,0.13,2.31
689,1.58,0.64,0,0.09,2.31
690,0.28,0,2.02,0.01,2.31
691,1.65,0.46,0.1,0.1,2.31
692,1.24,0.85,0,0.21,2.3
693,0.95,1.06,0,0.29,2.3
694,0.95,0.54,0.62,0.18,2.3
695,1.08,0.75,0.15,0.31,2.29
696,0.91,1.25,0,0.13,2.29
697,1.23,0.68,0.04,0.34,2.29
698,1.38,0.8,0,0.1,2.28
699,0.3,1.27,0.46,0.26,2.28
700,1.11,0.98,0,0.2,2.28
701,0,0,2.28,0,2.28
702,0.51,0.12,1.63,0.02,2.28
703,0.38,0.07,0.01,1.82,2.28
704,1.01,0.9,0,0.37,2.28
705,1.05,0.77,0.1,0.36,2.28
706,0.07,2,0.02,0.18,2.28
707,1.12,0.39,0.64,0.12,2.27
708,1.34,0.62,0,0.31,2.27
709,1.07,0.92,0.04,0.24,2.27
710,1.22,0.1,0.91,0.04,2.27
711,0.9,0.73,0.54,0.09,2.26
712,1.4,0.54,0.02,0.3,2.26
713,1.19,0.84,0,0.23,2.26
714,1.34,0.57,0.14,0.21,2.26
715,0.28,0.79,0.87,0.32,2.25
716,0.62,0.44,1.06,0.13,2.25
717,1.52,0.46,0.2,0.08,2.25
718,1.48,0.25,0.46,0.06,2.25
719,1.93,0.15,0,0.17,2.25
720,0.67,0.41,1.05,0.11,2.25
721,0.51,0.51,0.91,0.32,2.25
722,1.19,0.71,0.22,0.13,2.24
723,1.29,0.83,0,0.11,2.23
724,1.74,0.25,0.21,0.03,2.23
725,1.42,0.61,0,0.21,2.23
726,1.09,0.85,0,0.28,2.23
727,1.27,0.62,0.18,0.16,2.22
728,0.88,1.03,0,0.31,2.22
729,1.71,0.32,0.02,0.18,2.22
730,1,0.63,0.45,0.13,2.22
731,1.03,0.98,0,0.21,2.22
732,1.45,0.55,0.02,0.19,2.21
733,1.47,0.55,0,0.19,2.21
734,1.06,0.82,0.05,0.28,2.21
735,1.78,0.24,0,0.18,2.2
736,2.06,0.12,0,0.02,2.2
737,2.01,0.02,0,0.17,2.2
738,1.11,0.51,0.34,0.23,2.2
739,0.15,0,2.05,0,2.2
740,1.28,0.68,0.02,0.21,2.2
741,1.06,0.91,0,0.23,2.2
742,0.34,0.97,0.55,0.33,2.19
743,1.17,0.78,0.02,0.22,2.19
744,1.68,0.44,0,0.08,2.19
745,0.87,0.17,1.1,0.05,2.19
746,1.04,0.72,0.3,0.13,2.19
747,0.59,1.07,0.07,0.45,2.19
748,0,0,2.17,0.01,2.18
749,1.92,0.2,0,0.06,2.18
750,1.21,0.78,0.01,0.17,2.18
751,1.97,0.07,0,0.13,2.18
752,1.29,0.04,0.73,0.12,2.18
753,1.48,0.17,0.47,0.06,2.17
754,1.27,0.68,0.01,0.2,2.17
755,1.6,0.46,0.08,0.03,2.17
756,0.48,0.11,1.56,0.02,2.17
757,1.23,0.83,0,0.1,2.16
758,1.51,0.47,0,0.18,2.16
759,1.5,0.55,0.02,0.08,2.15
760,0.54,1.16,0.13,0.32,2.15
761,0.14,0.03,1.98,0,2.15
762,0.6,1.41,0,0.14,2.15
763,0.52,1.03,0,0.59,2.14
764,0.66,0,1.45,0.03,2.14
765,0.01,0,2.13,0,2.14
766,1.47,0.38,0.19,0.1,2.14
767,1.2,0.84,0,0.1,2.14
768,1.99,0.12,0,0.02,2.13
769,1.04,0.81,0,0.27,2.13
770,0.64,0.07,1.35,0.08,2.13
771,0.82,0.37,0.89,0.05,2.13
772,0.59,1.16,0.06,0.33,2.13
773,0.93,0.97,0.02,0.21,2.12
774,0.91,0.05,1.07,0.09,2.12
775,1.47,0.09,0.45,0.11,2.12
776,1.37,0.61,0.05,0.09,2.12
777,0.83,0.33,0.92,0.04,2.12
778,1.61,0.27,0.05,0.18,2.11
779,1.2,0.62,0,0.29,2.11
780,1.68,0.4,0,0.03,2.11
781,0.11,1.34,0.4,0.26,2.11
782,1.68,0.31,0.02,0.09,2.11
783,0.9,0.45,0.63,0.13,2.11
784,1.35,0.56,0,0.2,2.11
785,0.63,0.21,1.13,0.13,2.11
786,1.63,0.33,0,0.15,2.11
787,0.94,0.07,1.05,0.04,2.1
788,1.17,0.72,0,0.22,2.1
789,1.54,0.44,0.04,0.07,2.1
790,1.77,0.13,0.02,0.18,2.1
791,1.41,0.51,0.01,0.17,2.1
792,0.99,0.63,0.29,0.19,2.09
793,0,0,1.96,0.14,2.09
794,1.16,0.65,0.08,0.2,2.09
795,1.26,0.6,0.05,0.18,2.09
796,1.84,0.12,0.01,0.13,2.09
797,1.97,0,0,0.12,2.09
798,0.92,0.94,0,0.22,2.09
799,0.7,0.93,0.14,0.32,2.09
800,0.46,0.42,0.96,0.25,2.09
801,1.77,0.32,0,0,2.08
802,1.11,0.71,0,0.27,2.08
803,0.63,1.02,0.05,0.39,2.08
804,1.36,0.52,0,0.2,2.08
805,0.97,0.33,0.73,0.06,2.08
806,0.59,0.99,0.13,0.36,2.08
807,2.04,0.04,0,0,2.08
808,0.89,1.08,0,0.11,2.08
809,0.79,0.94,0,0.35,2.08
810,1.54,0.46,0,0.08,2.07
811,0.63,0.42,0.75,0.26,2.07
812,1.48,0.39,0,0.19,2.07
813,0.75,0.54,0.54,0.23,2.07
814,1.64,0.36,0,0.07,2.07
815,1.04,0.8,0.01,0.22,2.06
816,0.73,0.97,0.02,0.34,2.06
817,1.2,0.63,0.04,0.19,2.06
818,0.71,0.52,0.74,0.08,2.06
819,1.15,0.77,0.04,0.1,2.06
820,0.68,0.46,0.79,0.13,2.06
821,1.06,0.62,0.13,0.25,2.06
822,0.89,0.57,0.46,0.13,2.06
823,0.73,0.92,0.04,0.37,2.05
824,1.23,0.64,0,0.19,2.05
825,1.43,0.33,0.04,0.25,2.05
826,1.16,0.06,0.83,0,2.05
827,1.47,0.48,0.05,0.06,2.05
828,0.71,0.83,0.15,0.35,2.05
829,1.75,0.25,0,0.05,2.05
830,0.48,1.29,0.02,0.25,2.05
831,1.11,0.27,0.53,0.14,2.04
832,1.45,0.42,0.01,0.16,2.04
833,0.73,1.09,0,0.23,2.04
834,1.74,0.02,0,0.28,2.04
835,0.71,1.02,0,0.31,2.04
836,1.2,0.48,0.29,0.07,2.04
837,0.58,1.06,0.03,0.37,2.04
838,1.53,0.25,0,0.25,2.03
839,1.25,0.61,0.13,0.05,2.03
840,1.47,0.4,0,0.16,2.03
841,1.57,0.18,0,0.27,2.03
842,1.05,0.67,0,0.3,2.02
843,1.81,0.05,0.01,0.15,2.02
844,1.76,0.09,0,0.17,2.02
845,0.82,0.98,0.04,0.18,2.02
846,0.49,1.27,0,0.25,2.01
847,1.2,0.62,0,0.18,2.01
848,0.77,0.85,0.01,0.37,2
849,0.89,0.45,0.53,0.13,2
850,0.35,1.31,0.02,0.33,2
851,0.52,0.16,1.29,0.03,2
852,1.48,0.3,0,0.22,2
853,0.95,0.64,0.27,0.13,1.99
854,0.75,0.3,0.9,0.04,1.99
855,1.21,0.64,0.05,0.09,1.99
856,0.75,1.09,0.02,0.12,1.98
857,0.93,0.27,0.75,0.04,1.98
858,1.25,0.58,0,0.16,1.98
859,1.11,0.63,0.07,0.16,1.98
860,0.72,0.86,0.08,0.32,1.97
861,0.99,0.8,0,0.18,1.97
862,0.74,0.95,0,0.28,1.97
863,1.2,0.59,0,0.19,1.97
864,0.71,0.58,0.51,0.17,1.97
865,1.01,0.64,0.02,0.3,1.97
866,1.84,0.11,0,0.02,1.97
867,1.22,0.57,0.02,0.15,1.96
868,0.5,0.5,0.63,0.33,1.96
869,1.13,0.37,0.41,0.05,1.96
870,0.18,0.23,1.53,0.02,1.96
871,0.79,0.03,1.05,0.08,1.96
872,1.09,0.65,0.02,0.2,1.96
873,1.3,0.49,0,0.16,1.95
874,0.74,1.01,0,0.2,1.95
875,1.26,0.61,0,0.09,1.95
876,1.09,0.77,0,0.09,1.95
877,1.69,0.2,0,0.06,1.95
878,0.95,0.74,0,0.25,1.94
879,0.49,1.26,0.01,0.18,1.94
880,1.94,0,0,0,1.94
881,0.59,1.23,0,0.13,1.94
882,0.96,0.38,0.55,0.05,1.94
883,1.09,0.15,0.65,0.04,1.94
884,1.41,0.42,0.03,0.07,1.94
885,1.42,0.4,0,0.12,1.94
886,1,0.72,0,0.21,1.93
887,1.15,0.61,0,0.17,1.93
888,1.1,0.56,0,0.27,1.93
889,1.48,0.39,0,0.06,1.93
890,0.34,0.26,1.3,0.03,1.93
891,1.06,0.6,0.2,0.07,1.93
892,1.53,0.24,0,0.16,1.93
893,0.56,0.89,0.1,0.37,1.93
894,1.51,0,0.29,0.12,1.93
895,0.86,0.87,0.01,0.17,1.92
896,0.92,0.53,0.41,0.06,1.92
897,0.73,0.97,0.01,0.22,1.92
898,0.87,0.85,0,0.2,1.92
899,0.76,0.96,0,0.2,1.92
900,1.03,0.8,0,0.09,1.92
901,0.94,0.73,0,0.25,1.92
902,0.26,0.16,1.46,0.03,1.92
903,1.06,0.67,0,0.18,1.92
904,0.72,0.16,1.01,0.02,1.91
905,1.14,0.57,0,0.19,1.91
906,1.3,0.44,0,0.17,1.91
907,0.77,0.78,0.04,0.31,1.91
908,1.08,0.66,0,0.17,1.91
909,1.03,0.75,0.03,0.09,1.9
910,0.59,0.92,0.06,0.32,1.9
911,0.73,0.91,0.03,0.22,1.89
912,1.56,0.15,0,0.18,1.89
913,0.21,0.3,1.33,0.04,1.89
914,1.05,0.54,0.03,0.26,1.88
915,1.37,0.44,0,0.08,1.88
916,0.92,0.72,0,0.24,1.88
917,0.25,0.12,1.48,0.03,1.88
918,0.89,0.69,0.09,0.21,1.88
919,1.42,0.36,0.03,0.07,1.88
920,0.47,0.08,0,1.33,1.87
921,0.96,0.53,0.3,0.09,1.87
922,0.22,1.47,0.04,0.14,1.87
923,0.53,0.16,1.07,0.1,1.87
924,0.73,0.62,0.4,0.12,1.87
925,0.87,0.52,0.41,0.06,1.86
926,1.75,0.03,0,0.08,1.86
927,1.12,0.69,0.03,0.02,1.86
928,0.94,0.44,0.39,0.1,1.86
929,1.37,0.41,0.04,0.04,1.86
930,0,1.37,0,0.49,1.86
931,0.64,0.92,0.01,0.29,1.86
932,0.91,0.71,0,0.24,1.86
933,1.34,0.37,0,0.15,1.86
934,0.62,0.42,0.69,0.12,1.86
935,0.85,0.71,0.13,0.16,1.86
936,0.61,0.59,0.55,0.11,1.85
937,1.33,0.49,0,0.03,1.85
938,0.83,0.82,0,0.2,1.85
939,1.26,0.18,0.35,0.06,1.85
940,0.8,0.19,0.83,0.03,1.85
941,1.05,0.49,0.08,0.23,1.85
942,0,1.1,0.42,0.33,1.84
943,0.97,0.34,0.35,0.18,1.84
944,1.53,0.05,0,0.25,1.84
945,0.83,0.06,0.93,0,1.83
946,1.31,0.49,0,0.03,1.83
947,0.84,0.76,0,0.23,1.83
948,1.33,0.4,0.03,0.07,1.83
949,0.46,1.02,0.07,0.28,1.83
950,0.25,0.07,1.49,0.02,1.83
951,1.09,0.54,0.02,0.17,1.83
952,0.92,0.33,0.52,0.05,1.83
953,0.61,0.34,0.79,0.09,1.82
954,1.24,0.43,0.03,0.12,1.82
955,1.73,0.07,0,0.02,1.82
956,1.81,0,0,0,1.82
957,0.91,0.74,0.07,0.09,1.82
958,0.22,0.21,1.35,0.03,1.81
959,0.55,0.84,0.11,0.31,1.81
960,1.05,0.59,0,0.18,1.81
961,1.1,0.51,0.12,0.08,1.81
962,0.78,0.44,0.56,0.04,1.81
963,0.88,0.69,0,0.23,1.81
964,1,0.03,0,0.77,1.8
965,0.93,0.59,0.21,0.07,1.8
966,1.66,0,0.01,0.13,1.8
967,1.41,0.21,0.03,0.16,1.8
968,1,0.68,0,0.12,1.8
969,0.49,0.96,0.07,0.27,1.79
970,1.26,0.39,0.08,0.06,1.79
971,0.52,0.88,0.06,0.34,1.79
972,1.05,0.57,0.03,0.14,1.78
973,1.25,0.29,0,0.24,1.78
974,0.23,0.03,1.49,0.03,1.78
975,1.12,0.58,0,0.08,1.78
976,0.39,1.01,0.02,0.36,1.78
977,0.32,0.95,0.36,0.14,1.78
978,0.45,0.94,0.06,0.33,1.78
979,0.41,0.46,0.72,0.19,1.78
980,0.93,0.57,0.14,0.13,1.77
981,0.85,0.76,0,0.16,1.77
982,1.16,0.45,0,0.16,1.77
983,0.31,0.54,0.84,0.08,1.77
984,1.59,0.03,0,0.15,1.77
985,0.24,0.09,1.33,0.12,1.77
986,0.63,0.06,1.03,0.04,1.77
987,1.19,0.29,0.24,0.06,1.77
988,1.07,0.45,0.01,0.24,1.77
989,0.85,0.31,0.56,0.04,1.76
990,1.27,0.42,0,0.07,1.76
991,1.06,0.54,0,0.16,1.76
992,0.93,0.38,0.4,0.06,1.76
993,1.02,0.47,0.2,0.07,1.76
994,0.53,0.12,1.09,0.02,1.76
995,0.86,0.67,0,0.22,1.76
996,1.23,0.46,0,0.07,1.76
997,0.86,0.67,0,0.22,1.76
998,0.72,0.69,0.04,0.31,1.76
999,0.68,0.9,0.01,0.17,1.76
1000,1.26,0.47,0,0.03,1.76
1001,1.11,0.48,0,0.16,1.76
1002,0.52,0.95,0,0.29,1.76
1003,0.35,1.07,0.02,0.32,1.76
1004,0.61,0.87,0.02,0.26,1.76
1005,1.68,0.04,0,0.04,1.75
1006,0.9,0.37,0.25,0.24,1.75
1007,1.24,0.45,0,0.07,1.75
1008,0.06,0.9,0.53,0.27,1.75
1009,1,0.54,0.03,0.18,1.75
1010,0.7,0.13,0.91,0.01,1.75
1011,0.94,0.34,0.21,0.27,1.75
1012,0.79,0.14,0.8,0.02,1.75
1013,0.83,0.66,0.08,0.18,1.75
1014,0.85,0.66,0.01,0.22,1.75
1015,1.25,0.46,0,0.03,1.75
1016,0.72,0.89,0.04,0.1,1.74
1017,0.63,0.49,0.45,0.17,1.74
1018,0.83,0.63,0.02,0.25,1.74
1019,1.19,0.4,0,0.16,1.74
1020,0.69,0.89,0.03,0.14,1.74
1021,0.96,0.61,0.01,0.16,1.74
1022,1.69,0.04,0,0.01,1.74
1023,1.66,0.04,0,0.04,1.74
1024,0.49,0.88,0.06,0.3,1.74
1025,0.59,0.75,0.13,0.27,1.74
1026,0.67,0.66,0.12,0.27,1.73
1027,0.85,0.66,0,0.22,1.73
1028,0.64,0.68,0.14,0.26,1.73
1029,1.48,0.2,0,0.05,1.73
1030,0.94,0.62,0.1,0.07,1.73
1031,1.15,0.44,0,0.14,1.73
1032,0.95,0.7,0,0.08,1.73
1033,1.06,0.52,0.01,0.14,1.73
1034,0.85,0.66,0,0.22,1.72
1035,0.61,0.78,0.06,0.27,1.72
1036,0.66,0.78,0,0.28,1.72
1037,0.61,0.18,0,0.94,1.72
1038,0.7,0.83,0,0.19,1.72
1039,0.41,0.98,0,0.33,1.72
1040,1.61,0.03,0,0.08,1.72
1041,0.8,0.21,0.55,0.15,1.72
1042,0.59,0.87,0,0.25,1.71
1043,1.43,0.16,0,0.12,1.71
1044,0.99,0.64,0,0.08,1.71
1045,1.15,0.41,0,0.15,1.71
1046,0.88,0.34,0.32,0.18,1.71
1047,1.09,0.55,0,0.07,1.71
1048,0,0,1.71,0,1.71
1049,1.25,0.39,0,0.06,1.71
1050,1.58,0,0,0.12,1.7
1051,0.34,1.08,0.03,0.26,1.7
1052,0.23,0.24,0,1.23,1.7
1053,0.99,0.42,0.14,0.15,1.7
1054,0.49,1.12,0,0.09,1.7
1055,0.62,0.21,0.79,0.08,1.7
1056,0,0,1.69,0.01,1.7
1057,0.69,0.83,0,0.19,1.7
1058,1.41,0.05,0,0.23,1.7
1059,1.22,0.34,0.04,0.1,1.69
1060,1.36,0.18,0,0.15,1.69
1061,0.88,0.54,0.02,0.25,1.69
1062,1.01,0.53,0.01,0.14,1.69
1063,0.94,0.64,0,0.11,1.69
1064,0.96,0.44,0.08,0.22,1.69
1065,0.55,1.01,0,0.13,1.69
1066,1.37,0.28,0.03,0.02,1.69
1067,1.1,0.48,0.04,0.07,1.69
1068,0.87,0.66,0.08,0.08,1.69
1069,0.79,0.71,0.01,0.18,1.69
1070,1.52,0.12,0,0.05,1.69
1071,0.98,0.52,0,0.19,1.69
1072,0.98,0.42,0.22,0.06,1.69
1073,0.8,0.52,0.07,0.3,1.69
1074,0.9,0.47,0,0.32,1.68
1075,0.82,0.64,0,0.22,1.68
1076,1.58,0.06,0,0.04,1.68
1077,0.9,0.64,0,0.15,1.68
1078,0.59,0.24,0.82,0.03,1.68
1079,0.38,0.87,0.33,0.1,1.68
1080,1.67,0,0,0,1.68
1081,1.23,0.3,0,0.14,1.68
1082,0.91,0.55,0.04,0.17,1.68
1083,1.18,0.27,0.17,0.06,1.68
1084,0.94,0.57,0,0.17,1.67
1085,0.93,0.52,0,0.22,1.67
1086,0.45,1.02,0,0.2,1.67
1087,1.58,0.05,0,0.04,1.67
1088,0.81,0.59,0.01,0.26,1.67
1089,0.43,0.67,0.42,0.15,1.67
1090,1.22,0.39,0,0.06,1.67
1091,0.91,0.3,0.42,0.04,1.67
1092,1.09,0.49,0.02,0.07,1.67
1093,0.59,0.95,0.03,0.1,1.67
1094,0.82,0.65,0,0.19,1.67
1095,0.97,0.59,0.04,0.07,1.67
1096,1.13,0.32,0,0.22,1.67
1097,1.35,0.09,0,0.23,1.67
1098,1.08,0.45,0,0.14,1.67
1099,0.63,0.66,0.11,0.26,1.66
1100,0.57,0.73,0.06,0.3,1.66
1101,1,0.3,0.31,0.04,1.66
1102,0.78,0.61,0.06,0.2,1.66
1103,0.86,0.64,0.01,0.14,1.66
1104,0.81,0.63,0,0.21,1.66
1105,0.76,0.7,0.02,0.18,1.66
1106,1.25,0.15,0.03,0.22,1.66
1107,0.96,0.12,0.54,0.04,1.66
1108,1.54,0.1,0,0.02,1.65
1109,0.9,0.11,0.6,0.05,1.65
1110,1.06,0.38,0.15,0.05,1.65
1111,0.48,0.68,0.33,0.16,1.65
1112,0,0,1.65,0,1.65
1113,1.09,0.38,0.02,0.16,1.65
1114,0.32,0.02,1.27,0.03,1.64
1115,0.8,0.05,0.76,0.03,1.64
1116,0.76,0.72,0,0.16,1.64
1117,1.52,0.1,0,0.02,1.64
1118,0.93,0.63,0,0.08,1.64
1119,0.74,0.26,0.61,0.03,1.64
1120,0.8,0.63,0,0.21,1.64
1121,1.44,0.15,0,0.05,1.64
1122,0.54,0.88,0,0.22,1.64
1123,1.02,0.48,0,0.14,1.64
1124,0.44,0.89,0.05,0.25,1.64
1125,1.54,0.02,0,0.07,1.63
1126,0.45,0.96,0.02,0.2,1.63
1127,0.78,0.25,0.56,0.04,1.63
1128,0.58,0.81,0,0.24,1.63
1129,0.6,0.73,0.02,0.28,1.63
1130,1.18,0.34,0,0.1,1.63
1131,0.71,0.48,0.32,0.11,1.63
1132,1.33,0.14,0,0.15,1.63
1133,1.32,0.09,0,0.22,1.62
1134,0.59,0.85,0.02,0.17,1.62
1135,0.99,0.41,0,0.22,1.62
1136,0.8,0.63,0.01,0.19,1.62
1137,0.82,0.61,0.03,0.15,1.62
1138,0.99,0.04,0.49,0.1,1.62
1139,1.01,0.11,0.45,0.04,1.62
1140,0.9,0.61,0,0.11,1.62
1141,0.8,0.38,0.3,0.13,1.61
1142,0.79,0.62,0,0.21,1.61
1143,0.92,0.53,0.03,0.13,1.61
1144,0.66,0.27,0.65,0.03,1.61
1145,0,0,1.61,0.01,1.61
1146,0.98,0.38,0.2,0.04,1.61
1147,0,1.18,0,0.43,1.61
1148,1.5,0,0,0.11,1.61
1149,0.79,0.68,0.01,0.13,1.61
1150,0.95,0.48,0.01,0.15,1.6
1151,0.4,0.99,0,0.22,1.6
1152,1.3,0.23,0,0.07,1.6
1153,0.71,0.69,0.02,0.18,1.6
1154,0.46,0.96,0.09,0.08,1.6
1155,1.49,0.09,0,0.02,1.6
1156,0.71,0.48,0.3,0.1,1.6
1157,0.19,0.02,1.36,0.02,1.6
1158,0.58,0.74,0.02,0.26,1.6
1159,1.05,0.44,0.06,0.04,1.6
1160,1.26,0.12,0,0.21,1.59
1161,0.01,1.58,0,0,1.59
1162,1.15,0.36,0.04,0.04,1.59
1163,0.61,0.41,0.46,0.1,1.59
1164,0.58,0.46,0.34,0.21,1.59
1165,1.48,0.09,0,0.02,1.59
1166,0.04,1.1,0.32,0.13,1.59
1167,0.92,0.44,0.07,0.15,1.59
1168,0.95,0.5,0,0.14,1.59
1169,0.88,0.6,0,0.1,1.59
1170,0.47,0.8,0.03,0.29,1.58
1171,0.87,0.56,0,0.15,1.58
1172,0.85,0.58,0,0.16,1.58
1173,0.81,0.6,0.01,0.17,1.58
1174,0.88,0.6,0,0.1,1.58
1175,0.62,0.8,0.01,0.15,1.58
1176,0.94,0.49,0,0.15,1.58
1177,0.64,0.76,0,0.17,1.58
1178,0.88,0.26,0.34,0.09,1.58
1179,1.06,0.37,0,0.15,1.58
1180,0.58,0.44,0.44,0.12,1.58
1181,0.85,0.65,0,0.08,1.58
1182,0.1,0.18,0.12,1.16,1.57
1183,0.77,0.6,0,0.2,1.57
1184,0.98,0.53,0,0.06,1.57
1185,0.95,0.11,0.46,0.04,1.57
1186,0.18,0.64,0.49,0.25,1.56
1187,0.77,0.6,0,0.2,1.56
1188,1.07,0.4,0,0.1,1.56
1189,0.59,0.14,0.81,0.02,1.56
1190,1.32,0.19,0,0.05,1.56
1191,0.58,0.44,0.33,0.21,1.56
1192,0.67,0.17,0.69,0.03,1.56
1193,0,0,1.56,0,1.56
1194,0.68,0.38,0.44,0.05,1.56
1195,0.59,0.75,0.01,0.21,1.56
1196,0.84,0.56,0,0.15,1.55
1197,0.72,0.54,0.04,0.25,1.55
1198,0.76,0.59,0,0.2,1.55
1199,0.91,0.57,0,0.07,1.55
1200,0.79,0.44,0.19,0.14,1.55
1201,0.85,0.47,0.02,0.22,1.55
1202,1.13,0.38,0.02,0.03,1.55
1203,0.57,0.87,0.02,0.09,1.55
1204,0.9,0.53,0,0.13,1.55
1205,0.8,0.53,0,0.22,1.55
1206,0.6,0.51,0.21,0.23,1.55
1207,1.55,0,0,0,1.55
1208,1.07,0.36,0,0.12,1.55
1209,0.69,0.5,0.24,0.11,1.55
1210,1.06,0.35,0.01,0.12,1.54
1211,0.68,0.43,0.29,0.14,1.54
1212,0.71,0.22,0.52,0.1,1.54
1213,0.83,0.44,0.08,0.19,1.54
1214,0.58,0.87,0,0.09,1.54
1215,1.4,0.02,0.02,0.1,1.54
1216,0.86,0.52,0.01,0.15,1.54
1217,1.26,0.07,0,0.21,1.54
1218,0.85,0.58,0,0.1,1.54
1219,0.63,0.69,0,0.21,1.53
1220,0.92,0.41,0,0.21,1.53
1221,0.71,0.65,0.01,0.17,1.53
1222,0.57,0.79,0,0.17,1.53
1223,1.19,0.29,0,0.05,1.53
1224,1.44,0.05,0,0.04,1.53
1225,0.95,0.43,0,0.14,1.53
1226,0.17,1.26,0,0.1,1.53
1227,1.09,0.15,0.25,0.04,1.53
1228,0.85,0.58,0,0.1,1.53
1229,0.73,0.52,0.15,0.12,1.52
1230,0.94,0.45,0,0.13,1.52
1231,0.44,0.69,0,0.39,1.52
1232,1.07,0.39,0,0.06,1.52
1233,0.36,0.9,0,0.27,1.52
1234,1.43,0.05,0,0.04,1.52
1235,0,0,1.52,0,1.52
1236,0.18,0.06,1.27,0.01,1.52
1237,1.45,0.04,0,0.04,1.52
1238,1.43,0.05,0,0.03,1.52
1239,0.5,0.72,0.04,0.26,1.52
1240,0.6,0.63,0.03,0.26,1.52
1241,1.11,0.31,0.06,0.04,1.52
1242,1.26,0.05,0,0.21,1.51
1243,1.3,0.09,0,0.12,1.51
1244,0.65,0.71,0,0.15,1.51
1245,0.84,0.54,0,0.13,1.51
1246,0.02,1.16,0,0.34,1.51
1247,0,0,1.51,0,1.51
1248,0.93,0.15,0.42,0.01,1.51
1249,0.23,1.16,0,0.11,1.51
1250,1.41,0.06,0,0.04,1.51
1251,0.35,0.03,0,1.13,1.51
1252,1.18,0.27,0,0.05,1.51
1253,0.99,0.32,0.11,0.08,1.5
1254,0.64,0.58,0.05,0.23,1.5
1255,0.66,0.52,0.15,0.17,1.5
1256,0.86,0.48,0,0.17,1.5
1257,1.41,0.05,0,0.04,1.5
1258,0.49,0.78,0,0.23,1.5
1259,1.08,0.31,0,0.11,1.5
1260,1.19,0.07,0.05,0.2,1.5
1261,1.2,0.27,0.02,0.02,1.5
1262,0.46,0.1,0.92,0.02,1.5
1263,1,0.36,0.09,0.05,1.5
1264,0,0,1.5,0,1.5
1265,0.75,0.53,0.09,0.12,1.5
1266,1.13,0.2,0,0.16,1.5
1267,1.21,0.14,0.1,0.04,1.5
1268,1.08,0.28,0,0.13,1.49
1269,0.72,0.38,0.36,0.04,1.49
1270,1,0.43,0,0.06,1.49
1271,1.22,0,0,0.27,1.49
1272,1,0.36,0,0.13,1.49
1273,0.82,0.36,0.25,0.06,1.49
1274,0,1.1,0,0.39,1.49
1275,0.82,0.52,0.01,0.14,1.49
1276,0.61,0.73,0,0.15,1.49
1277,0.37,0.69,0.28,0.14,1.48
1278,0.43,0.88,0,0.18,1.48
1279,0.47,0.37,0.52,0.12,1.48
1280,0.28,0.5,0.65,0.05,1.48
1281,1.2,0.25,0.02,0.02,1.48
1282,0.7,0.35,0.39,0.04,1.48
1283,0.78,0.47,0.03,0.2,1.48
1284,0.72,0.56,0,0.19,1.48
1285,1.08,0.2,0,0.2,1.48
1286,0.82,0.59,0,0.07,1.48
1287,0.39,0.92,0,0.17,1.47
1288,0.58,0.55,0.06,0.28,1.47
1289,0.72,0.41,0.14,0.2,1.47
1290,0.62,0.18,0.65,0.02,1.47
1291,1.04,0.37,0,0.06,1.47
1292,1.33,0.03,0.01,0.1,1.47
1293,0.45,0.4,0.44,0.18,1.47
1294,0.69,0.2,0.49,0.09,1.47
1295,0.95,0.4,0,0.12,1.47
1296,0.78,0.5,0.03,0.15,1.47
1297,1.15,0.2,0,0.12,1.47
1298,0.4,0.72,0.02,0.33,1.47
1299,0.29,0.19,0.89,0.1,1.46
1300,1.02,0.38,0,0.06,1.46
1301,0.93,0.4,0.02,0.12,1.46
1302,0.81,0.46,0.04,0.15,1.46
1303,0.72,0.56,0,0.19,1.46
1304,0.46,0.83,0,0.17,1.46
1305,0.81,0.55,0,0.1,1.46
